id,date,description,debit,credit,account_ref
BNK-000580,01/02/2024,Xidmət haqqı - Şəms MMC,,"56,81",TEST927477
BNK-000581,12/01/2024,Ödəniş  -  Xəzər  Konsalting,,"1.314,02",TEST489439
BNK-000582,03/03/2024,Fatura ödənişi - Öznur Xidmətləri,,"1.229,88",TEST231939
BNK-000583,26/01/2024,Fatura...,,"3.623,65",TEST868804
BNK-000584,02/03/2024,  Xidmət haqqı - Zümrüd Logistika ,,"1.555,15",TEST840951
BNK-000585,29/02/2024,  Malların dəyəri - İpək Yolu Ticarət ,,"1.453,49",TEST439403
BNK-000586,03/02/2024,Mədaxil - Öznur Xidmətləri,,"2.849,57",TEST959222
BNK-000587,16/02/2024,Ödəniş - İpək Yolu Ticarət,,"4.078,56",TEST998450
BNK-000588,16/02/2024,Ödəniş - Ulduz Tekstil,,"4.078,56",TEST998450
BNK-000589,09/03/2024,Fatura öd...,,"818,09",TEST816412
BNK-000590,10/01/2024,  Mədaxil - Xəzər Konsalting ,,"4.388,81",TEST790897
BNK-000591,14/01/2024,Xidmət haqqı - Qızıl Balıq Restoranı,,"3.003,74",TEST300924
BNK-000592,07/01/2024,Toplu mədaxil,,"811,85",TEST718975
BNK-000593,17/02/2024,Fatura ödənişi - Şəfəq Baytarlıq Kliniki,,"4.174,15",TEST961957
BNK-000594,08/02/2024,Ödəniş  -  Ulduz  Tekstil,,"4.962,44",TEST173807
BNK-000595,08/03/2024,Mədaxil - Ulduz Tekstil,,"3.453,92",TEST302500
BNK-000596,26/03/2024,Toplu mədaxil,,"615,64",TEST581003
BNK-000597,17/02/2024,Fatura ödənişi - Qızıl Balıq Restoranı,,"2.171,86",TEST985893
BNK-000598,27/02/2024,Fatura ödənişi - Çinar Tikinti MMC,,"2.356,18",TEST477496
BNK-000599,09/02/2024,Mədaxil  -  ulduz  Tekstil,,"1.584,61",TEST241647
BNK-000600,19/03/2024,  Ödəniş - Günəş Ticarət MMC ,,"821,15",TEST683347
BNK-000601,15/03/2024,Ödəniş - Ulduz Tekstil,,"1.319,96",TEST484914
BNK-000602,29/03/2024,Fatura  ödənişi  -  İpək  YOLU  Ticarət,,"3.694,94",TEST611994
BNK-000603,13/03/2024,Ödəniş - Çinar Tikinti MMC,,"4.622,64",TEST158639
BNK-000604,23/05/2024,Ödəniş - Şəms MMC,,"4.878,81",TEST337730
BNK-000605,08/03/2024,Fatura ödənişi - Öznur Xidmətləri,,"225,91",TEST419588
BNK-000606,07/01/2024,Malların dəyəri - Şəfəq Baytarlıq Kliniki,,"3.541,78",TEST260639
BNK-000607,25/02/2024,Ödəniş - Çinar Tikinti MMC,,"1.529,29",TEST332873
BNK-000608,21/02/2024,Xidmət haqqı - Çinar Tikinti MMC,,"2.640,99",TEST189211
BNK-000609,29/03/2024,Malların dəyəri - Zümrüd Logistika,,"1.038,12",TEST514521
BNK-000610,04/02/2024,Malların  dəyəri  -  Çinar  Tikinti  MMC,,"4.082,52",TEST175124
BNK-000611,25/01/2024,  Fatura ödənişi - Öznur Xidmətləri ,,"1.691,59",TEST465227
BNK-000612,26/02/2024,  Fatura ödənişi - Xəzər Konsalting ,,"3.277,26",TEST746154
BNK-000613,11/01/2024,Ödəniş - Şəms MMC,,"3.887,53",TEST994188
BNK-000614,06/02/2024,Ödəniş - Öznur Xidmətlə...,,"82,00",TEST972881
BNK-000615,10/03/2024,Mədaxil - Nərgiz Dizayn Studiyası,,"2.753,42",TEST313701
BNK-000616,15/03/2024,Toplu mədaxil,,"838,57",TEST119281
BNK-000617,03/01/2024,Toplu mədaxil,,"637,27",TEST477717
BNK-000618,04/01/2024,Fatura ödənişi - Zümrüd Logistika,,"1.307,04",TEST687923
BNK-000619,28/03/2024,Malları...,,"1.855,03",TEST463625
BNK-000620,19/02/2024,Ödəniş - Şəm...,,"4.678,27",TEST370196
BNK-000621,19/02/2024,Ödəniş - Zümrüd Logistika,,"4.678,27",TEST370196
BNK-000622,18/02/2024,Mədaxil - Qızıl Balıq Restoranı,,"2.740,06",TEST865344
BNK-000623,24/03/2024,Mədaxil - İpək Yolu Ticarət,,"736,54",TEST316800
BNK-000624,08/03/2024,Mədaxil - Xəzər Konsalting,,"4.778,72",TEST821978
BNK-000625,24/01/2024,Ödəniş - Şəfəq Baytarlıq Kliniki,,"3.403,25",TEST224138
BNK-000626,26/02/2024,Mədaxil  -  Qızıl  Balıq  Restoranı,,"3.919,14",TEST418083
BNK-000627,04/02/2024,Ödəniş - İpək Yolu Ticarət,,"3.185,11",TEST746915
BNK-000628,04/02/2024,Ödəniş - İpək Yolu Ticarət,,"3.185,11",TEST746915
BNK-000629,18/01/2024,Toplu mədaxil,,"1.062,70",TEST917707
BNK-000630,02/01/2024,Mədaxil - Nərgiz Dizayn Studiyası,,"4.861,94",TEST901677
BNK-000631,26/02/2024,Xidmət haqqı - İpək Yolu Ticarət,,"4.556,25",TEST285679
BNK-000632,06/01/2024,Xidmət haqqı - Şəfəq Baytarlıq Kliniki,,"3.197,30",TEST524533
BNK-000633,17/03/2024,Ödəniş - Qızıl Balıq Restoranı,,"2.763,72",TEST699716
BNK-000634,02/03/2024,Mədaxil - Şəms MMC,,"4.345,91",TEST214626
BNK-000635,12/03/2024,  Ödəniş - Qızıl Balıq Restoranı ,,"2.715,99",TEST141158
BNK-000636,11/02/2024,Xidmət haqqı - Xəzər Konsalting,,"2.428,78",TEST517375
BNK-000637,23/03/2024,Malların  dəyəri  -  GÜNƏŞ  Ticarət  MMC,,"2.378,19",TEST586097
BNK-000638,28/02/2024,Ödəniş - Şəfəq Baytarlıq Kli...,,"3.104,95",TEST287567
BNK-000639,21/01/2024,Ödəniş - Şəfəq Baytarlıq Kliniki,,"3.776,35",TEST846030
BNK-000640,21/01/2024,Ödəniş - Günəş Ticarət MMC,,"3.776,35",TEST846030
BNK-000641,11/03/2024,Malların dəyəri - Şəms MMC,,"2.005,47",TEST497073
BNK-000642,19/01/2024,Fatura ödənişi - Şəfəq Baytarlıq Kliniki,,"947,77",TEST269999
BNK-000643,23/03/2024,Mədaxil - Xəzər Konsalting,,"626,32",TEST402808
BNK-000644,06/01/2024,Mədaxil - Bahar Qida MMC,,"4.637,90",TEST669902
BNK-000645,27/02/2024,Ödəniş - İpək Yolu Ticarət,,"3.162,10",TEST530074
BNK-000646,12/03/2024,Ödəniş - Ulduz Tekstil,,"4.309,79",TEST759172
BNK-000647,12/03/2024,Ödəniş - Şəms MMC,,"4.309,79",TEST759172
BNK-000648,06/02/2024,  Malların dəyəri - Qızıl Balıq Restoranı ,,"3.213,87",TEST804737
BNK-000649,18/03/2024,Ödəniş - Şəm...,,"4.893,63",TEST885734
BNK-000650,24/02/2024,Ödəniş - Zümrüd Logistika,,"4.431,37",TEST895284
BNK-000651,08/03/2024,Malların  dəyəri  -  Zümrüd  logistika,,"2.179,28",TEST445200
BNK-000652,12/01/2024,Ödəniş - Şəfəq Baytarlıq Kliniki,,"2.545,78",TEST654640
BNK-000653,12/01/2024,Ödəniş - Şəfəq Baytarlıq Kliniki,,"2.545,78",TEST654640
BNK-000654,08/03/2024,Malların dəyəri - İpək Yolu Ticarət,,"3.025,40",TEST372273
BNK-000655,25/03/2024,Malların dəy...,,"2.592,14",TEST864605
BNK-000656,04/01/2024,Mədaxil - Qızıl Balıq Restoranı,,"2.447,33",TEST223949
BNK-000657,06/01/2024,Mədaxil  -  Öznur  Xidmətləri,,"1.760,03",TEST534153
BNK-000658,09/01/2024,Ödəniş  -  NƏRGIZ  Dizayn  Studiyası,,"1.623,61",TEST928580
BNK-000659,19/03/2024,Ödəniş - Ulduz Tekstil,,"450,31",TEST696557
BNK-000660,07/01/2024,Xidmət haqqı - Xəzər Konsalting,,"2.534,42",TEST597549
BNK-000661,22/02/2024,Fatura ödənişi - Şəfəq Baytarlıq Kliniki,,"4.874,29",TEST584935
BNK-000662,09/03/2024,Toplu mədaxil,,"1.016,38",TEST430828
BNK-000663,12/01/2024,  Fatura ödənişi - Ulduz Tekstil ,,"2.615,99",TEST533973
BNK-000664,15/01/2024,Xidmət haqqı - Şəms MMC,,"1.971,96",TEST283514
BNK-000665,22/01/2024,malların  dəyəri  -  Bahar  Qida  MMC,,"1.793,18",TEST624344
BNK-000666,19/01/2024,Xidmət haqqı - Şəms MMC,,"3.808,83",TEST809589
BNK-000667,09/02/2024,Fatura ödənişi - Şəms MMC,,"4.898,13",TEST104309
BNK-000668,07/03/2024,Mədaxil - Qı...,,"4.026,99",TEST208111
BNK-000669,09/03/2024,Fatura  ödənişi  -  Bahar  qida  MMC,,"1.683,26",TEST390088
BNK-000670,10/03/2024,Fatura ödənişi - Zümrüd Logistika,,"1.846,67",TEST316612
BNK-000671,09/02/2024,MƏDAXIL  -  Öznur  Xidmətləri,,"3.225,26",TEST174703
BNK-000672,24/02/2024,Xidmət haqqı - Xəzər Konsalting,,"2.064,77",TEST190302
BNK-000673,26/01/2024,Ödəniş - Qızıl Balıq Restoranı,,"3.747,64",TEST448475
BNK-000674,28/02/2024,Toplu mədaxil,,"671,98",TEST591022
BNK-000675,03/02/2024,Fatura ödənişi - Öznur Xidmətləri,,"4.796,02",TEST746910
BNK-000676,03/03/2024,Mədaxil - Günəş T...,,"168,67",TEST575301
BNK-000677,14/01/2024,Ödəniş - Qızıl Balıq Restoranı,,"3.519,69",TEST935461
BNK-000678,20/03/2024,Xidmət  haqqı  -  Zümrüd  Logistika,,"1.287,64",TEST350164
BNK-000679,25/03/2024,Ödəniş - Günəş Ticarət MMC,,"3.520,65",TEST281493
BNK-000680,13/03/2024,mədaxil  -  Bahar  Qida  MMC,,"4.319,76",TEST441183
BNK-000681,28/01/2024,Ödəniş - Xəzər Konsalting,,"4.293,60",TEST194930
BNK-000682,09/03/2024,Toplu mədaxil,,"880,02",TEST256464
BNK-000683,15/03/2024,Mədaxil - İpək Yolu Ticarət,,"52,56",TEST193624
BNK-000684,11/03/2024,Fatura  ödənişi  -  Şəms  MMC,,"288,54",TEST487158
BNK-000685,30/03/2024,Xidmət haqqı - Çinar Tikinti MMC,,"3.104,15",TEST552686
BNK-000686,27/03/2024,Mədaxil - Xəzər Konsalting,,"2.499,69",TEST321476
BNK-000687,23/02/2024,Mədaxil - Nərgiz Dizayn Studiyası,,"818,80",TEST980764
BNK-000688,27/02/2024,Xidmət haqqı - Xəzər Konsalting,,"453,88",TEST789886
BNK-000689,20/03/2024,Toplu mədaxil,,"779,47",TEST733790
BNK-000690,05/03/2024,Ödəniş - Çinar Tikinti MMC,,"1.421,64",TEST846722
BNK-000691,08/03/2024,Toplu mədaxil,,"507,82",TEST183952
BNK-000692,25/03/2024,Ödəniş...,,"3.516,00",TEST877714
BNK-000693,25/03/2024,Ödəniş - Qızıl Balıq Restoranı,,"3.516,00",TEST877714
BNK-000694,06/01/2024,Xidmət haqqı - Zü...,,"2.390,44",TEST916344
BNK-000695,22/01/2024,Malların dəyəri - Şəfəq Baytarlıq Kl...,,"195,21",TEST403257
BNK-000696,04/01/2024,Ödəniş - G...,,"2.551,53",TEST754643
BNK-000697,05/02/2024,Ödəniş - Nərgiz Dizayn Studiyası,,"4.507,64",TEST394620
BNK-000698,05/02/2024,Ödəniş - Şəms MMC,,"4.507,64",TEST394620
BNK-000699,23/01/2024,Toplu mədaxil,,"815,25",TEST568349
BNK-000700,04/03/2024,Xidmət haqqı - Çinar Tikinti MMC,,"3.956,63",TEST978302
BNK-000701,14/03/2024,Ödəniş  -  Öznur  XIDMƏTLƏRI,,"3.860,16",TEST321099
BNK-000702,09/03/2024,Mədaxil - Çinar Tikinti MMC,,"1.235,05",TEST599401
BNK-000703,10/02/2024,Fatura ödənişi - Qızıl Balıq Restoranı,,"2.012,80",TEST112439
BNK-000704,09/03/2024,Fatura ödənişi...,,"3.351,93",TEST202093
BNK-000705,24/03/2024,Mədaxil - Çinar Tikinti MMC,,"3.072,76",TEST367747
BNK-000706,11/03/2024,Ödəniş - Qızıl Balıq Restoranı,,"65,45",TEST428487
BNK-000707,01/04/2024,FATURA  ödənişi  -  Ulduz  Tekstil,,"1.852,95",TEST208954
BNK-000708,12/01/2024,Ödəniş - Çinar Tikinti MMC,,"6.404,59",TEST225805
BNK-000709,29/02/2024,Fatura ödənişi - Günəş Ticarət MMC,,"3.472,80",TEST408877
BNK-000710,02/02/2024,Toplu mədaxil,,"366,35",TEST800007
BNK-000711,23/03/2024,  Xidmət haqqı - Qızıl Balıq Restoranı ,,"945,55",TEST310416
BNK-000712,26/02/2024,Ödəniş  -  Nərgiz  DIZAYN  Studiyası,,"3.760,75",TEST211410
BNK-000713,26/02/2024,Ödəniş - Günəş Ticarət MMC,,"3.760,75",TEST211410
BNK-000714,19/02/2024,Malların  dəyəri  -  XƏZƏR  Konsalting,,"1.406,89",TEST796889
BNK-000715,09/01/2024,Xidmət  haqqı  -  Ulduz  tekstil,,"2.841,83",TEST985049
BNK-000716,28/03/2024,Ödəniş - Çinar Tikinti MMC,,"1.597,69",TEST449636
BNK-000717,28/02/2024,Ödəniş - Nərgiz Dizayn Studiyası,,"3.996,96",TEST184365
BNK-000718,30/03/2024,Toplu mədaxil,,"768,90",TEST300281
BNK-000719,31/01/2024,Ödəniş - Günəş Ticarət MMC,,"5.229,79",TEST721748
BNK-000720,28/02/2024,Ödəniş - Öznur Xidmətləri,,"204,21",TEST659876
BNK-000721,24/03/2024,Malların  dəyəri  -  Zümrüd  LOGISTIKA,,"3.508,65",TEST946309
BNK-000722,19/01/2024,Malların  dəyəri  -  Qızıl  Balıq  restoranı,,"2.573,21",TEST138669
BNK-000723,21/03/2024,Mədaxil - Nərgiz Dizayn Studiyası,,"271,92",TEST280616
BNK-000724,14/01/2024,Mədaxil  -  Bahar  Qida  MMC,,"608,63",TEST957525
BNK-000725,21/02/2024,Ödəniş  -  Qızıl  Balıq  Restoranı,,"643,35",TEST811351
BNK-000726,30/03/2024,malların  dəyəri  -  Zümrüd  Logistika,,"1.949,48",TEST276214
BNK-000727,18/02/2024,Ödəniş  -  XƏZƏR  Konsalting,,"4.087,18",TEST742191
BNK-000728,18/02/2024,Ödəniş - Şəms MMC,,"4.087,18",TEST742191
BNK-000729,28/02/2024,Ödəniş - Xəzər Konsalting,,"1.090,87",TEST599135
BNK-000730,23/01/2024,Xidmət haqqı - Şəfəq Baytarlıq Kliniki,,"3.210,97",TEST350875
BNK-000731,08/02/2024,Mədaxil  -  Çinar  Tikinti  mmc,,"1.833,75",TEST757658
BNK-000732,10/03/2024,Ödəniş - Uld...,,"2.670,97",TEST479481
BNK-000733,10/03/2024,Ödəniş  -  Bahar  Qida  MMC,,"2.670,97",TEST479481
BNK-000734,25/01/2024,Ödəniş - Şəm...,,"3.523,47",TEST621682
BNK-000735,19/03/2024,  Mədaxil - Bahar Qida MMC ,,"4.231,32",TEST450533
BNK-000736,06/03/2024,Malların dəyəri - Günəş Ticarət MMC,,"618,51",TEST608623
BNK-000737,27/03/2024,  Fatura ödənişi - Öznur Xidmətləri ,,"4.720,06",TEST308405
BNK-000738,22/02/2024,Ödəniş - Ulduz Tekstil,,"4.570,70",TEST873584
BNK-000739,27/02/2024,Xidmət haqqı - İpək Yolu Ticarət,,"1.143,32",TEST156978
BNK-000740,28/01/2024,Fatura  ödənişi  -  ULDUZ  Tekstil,,"1.423,97",TEST854787
BNK-000741,13/02/2024,Malların dəyəri - Nərgiz Dizayn Studiyası,,"1.162,66",TEST897273
BNK-000742,20/03/2024,  Fatura ödənişi - Bahar Qida MMC ,,"4.398,23",TEST326956
BNK-000743,15/03/2024,Ödəniş - İpək Yolu Ticarət,,"1.176,05",TEST555342
BNK-000744,01/03/2024,Xidmət haqqı - Zümrüd Logistika,,"3.855,52",TEST142004
BNK-000745,27/02/2024,Toplu mədaxil,,"502,21",TEST961186
BNK-000746,15/02/2024,Xidmət haqqı - Ulduz Tekstil,,"1.560,79",TEST239158
BNK-000747,04/01/2024,Ödəniş - Xəzər Konsalting,,"2.441,44",TEST712011
BNK-000748,29/02/2024,Ödəniş - Qızıl Balıq Restoranı,,"3.700,47",TEST757258
BNK-000749,05/01/2024,Toplu mədaxil,,"1.147,75",TEST449077
BNK-000750,16/02/2024,Mədaxil - İpək Yolu Ticarət,,"2.449,78",TEST501557
BNK-000751,12/03/2024,  Ödəniş - Xəzər Konsalting ,,"7.573,93",TEST170260
BNK-000752,02/03/2024,Mədaxil - İpək...,,"3.875,99",TEST780566
BNK-000753,27/02/2024,Fatura ödənişi - Günəş Ticarət MMC,,"295,52",TEST813269
BNK-000754,09/03/2024,Fatura ödənişi - Zümrüd Logistika,,"3.566,28",TEST593002
BNK-000755,25/01/2024,Toplu mədaxil,,"377,28",TEST948083
BNK-000756,20/01/2024,Ödəniş - U...,,"4.597,48",TEST620438
BNK-000757,27/02/2024,Ödəniş  -  Qızıl  Balıq  Restoranı,,"3.877,72",TEST463541
BNK-000758,16/02/2024,Fatura ödənişi - Öznur Xidmətləri,,"3.044,07",TEST775987
BNK-000759,15/03/2024,Malların dəyəri - Nərgiz Dizayn Stud...,,"2.411,27",TEST982804
BNK-000760,07/01/2024,Mədaxil - Öznur Xidmətləri,,"787,72",TEST402143
BNK-000761,09/03/2024,  Mədaxil - Xəzər Konsalting ,,"1.505,51",TEST846389
BNK-000762,10/02/2024,Mədaxil - Xəzər Konsalting,,"3.022,16",TEST143150
BNK-000763,10/02/2024,Mədaxil - Xəzər Konsalting,,"1.812,74",TEST797883
BNK-000764,21/02/2024,  Fatura ödənişi - Bahar Qida MMC ,,"4.891,48",TEST126135
BNK-000765,05/03/2024,Ödəniş - Şəfəq Baytarlıq Kliniki,,"3.403,42",TEST672675
BNK-000766,25/02/2024,Ödəniş - İpək Yolu Ticarət,,"4.202,08",TEST701596
BNK-000767,15/01/2024,Ödəniş - Bahar Qida MMC,,"3.845,90",TEST822622
BNK-000768,15/02/2024,Mədaxil - Öznur Xidmətləri,,"494,86",TEST567636
BNK-000769,05/02/2024,Xidmət haqqı - Şəms MMC,,"1.036,11",TEST919234
BNK-000770,20/02/2024,Malların dəyəri - Bahar Qida MMC,,"1.029,47",TEST636648
BNK-000771,19/01/2024,Toplu mədaxil,,"1.021,70",TEST478603
BNK-000772,18/01/2024,Ödəniş - İpək Yolu Ticarət,,"3.088,51",TEST534313
BNK-000773,14/01/2024,Ödəniş - Çinar Tikinti MMC,,"3.974,21",TEST451709
BNK-000774,18/01/2024,Ödəniş  -  çinar  Tikinti  MMC,,"2.198,36",TEST695503
BNK-000775,12/03/2024,Fatura ödənişi - Bahar Qida MMC,,"3.888,97",TEST618101
BNK-000776,16/01/2024,Ödəniş - Qızıl Balıq Restoranı,,"3.437,86",TEST595495
BNK-000777,16/01/2024,  Ödəniş - Nərgiz Dizayn Studiyası ,,"3.437,86",TEST595495
BNK-000778,05/02/2024,Malların dəyəri - Günəş Ticarət MMC,,"2.595,00",TEST901865
BNK-000779,25/03/2024,Fatura ödənişi - Günəş Ticarət MMC,,"3.649,84",TEST370439
BNK-000780,15/03/2024,Mədaxil - Xəzər Konsalting,,"316,76",TEST270757
BNK-000781,16/02/2024,Ödəniş - Qızıl Balıq Restoranı,,"2.209,46",TEST385915
BNK-000782,10/12/2023,Ödəniş - Xəzər Konsalting,,"3.149,23",TEST758537
BNK-000783,04/02/2024,Toplu mədaxil,,"1.387,73",TEST938732
BNK-000784,20/01/2024,Malların dəyəri - Ulduz Tekstil,,"2.649,17",TEST328459
BNK-000785,14/03/2024,Xidmət  haqqı  -  Günəş  Ticarət  MMC,,"3.691,89",TEST987168
BNK-000786,12/02/2024,Malların dəyəri - Bahar Qida MMC,,"738,83",TEST465124
BNK-000787,08/02/2024,Mədaxil - Şəfəq Baytarlıq Kliniki,,"160,78",TEST844378
BNK-000788,27/01/2024,Ödəniş  -  Günəş  ticarət  MMC,,"692,71",TEST231432
BNK-000789,14/01/2024,Xidmət  haqqı  -  Qızıl  Balıq  Restoranı,,"181,92",TEST305888
BNK-000790,02/01/2024,Mədaxil - Günəş Ticarət MMC,,"3.966,01",TEST800015
BNK-000791,26/03/2024,Fatura ödənişi - Şəms MMC,,"1.853,04",TEST293757
BNK-000792,21/03/2024,Ödəniş - İpək Yolu Ticarət,,"2.657,17",TEST918730
BNK-000793,06/02/2024,Ödəniş  -  Şəms  MMC,,"1.901,71",TEST300852
BNK-000794,16/02/2024,Ödəniş  -  bahar  Qida  MMC,,"7.402,45",TEST597775
BNK-000795,06/03/2024,fatura  ödənişi  -  Çinar  Tikinti  MMC,,"1.203,03",TEST324682
BNK-000796,19/02/2024,Ödəniş - Şəfəq Baytarlıq...,,"2.930,97",TEST899301
BNK-000797,28/03/2024,Ödəniş - Ulduz Teks...,,"2.337,60",TEST427162
BNK-000798,09/01/2024,Xidmət haqqı - Bahar Qida MMC,,"4.701,09",TEST998392
BNK-000799,07/03/2024,Malların dəyəri - Qızıl Balıq Restoranı,,"3.462,68",TEST559337
BNK-000800,09/01/2024,Ödəniş - Öznur Xidmətləri,,"1.053,78",TEST276919
BNK-000801,30/01/2024,Malların dəyəri - Çinar Tikinti MMC,,"4.404,10",TEST228725
BNK-000802,07/05/2024,Ödəniş - Bahar Qida MMC,,"1.876,97",TEST927843
BNK-000803,07/02/2024,Ödəniş - Bahar Qida MMC,,"4.036,52",TEST636256
BNK-000804,13/01/2024,Ödəniş - Şəms MMC,,"3.878,18",TEST131167
BNK-000805,27/03/2024,Ödəniş - Xəzər Konsalting,,"1.724,19",TEST733952
BNK-000806,04/03/2024,Toplu mədaxil,,"1.104,02",TEST888119
BNK-000807,28/02/2024,Fatura ödənişi - Şəms MMC,,"198,64",TEST564053
BNK-000808,25/02/2024,Ödəniş - Nərgiz Dizayn Studiyası,,"715,10",TEST615353
BNK-000809,16/03/2024,  Xidmət haqqı - Bahar Qida MMC ,,"3.010,02",TEST792142
BNK-000810,03/02/2024,Fatura ödənişi - İpək Yolu Ticarət,,"2.603,60",TEST510396
BNK-000811,08/01/2024,Malların  dəyəri  -  İpək  Yolu  TICARƏT,,"157,57",TEST436050
BNK-000812,14/02/2024,Fatura ödənişi - Çinar Tikinti MMC,,"1.883,62",TEST548945
BNK-000813,15/01/2024,Toplu mədaxil,,"375,41",TEST168681
BNK-000814,13/01/2024,Mədaxil - Bahar Qida M...,,"4.247,95",TEST700350
BNK-000815,14/01/2024,Ödəniş - Nərgiz Dizayn Studiyası,,"3.233,46",TEST799806
BNK-000816,15/01/2024,  Fatura ödənişi - Nərgiz Dizayn Studiyası ,,"1.132,39",TEST766311
BNK-000817,15/03/2024,Ödəniş - Öznur Xidmətləri,,"3.113,07",TEST196424
BNK-000818,30/01/2024,Fatura ödənişi - Günəş Tica...,,"4.181,50",TEST547852
BNK-000819,30/01/2024,Malların dəyəri - Nərgiz Dizayn Studiyası,,"2.119,21",TEST428574
BNK-000820,04/03/2024,Malların dəyəri - Qızıl Balıq Restoranı,,"1.126,48",TEST704864
BNK-000821,28/01/2024,Ödəniş  -  Ulduz  Tekstil,,"2.748,19",TEST554793
BNK-000822,10/04/2024,Ödəniş - Günəş Ticarət MMC,,"1.680,66",TEST414861
BNK-000823,06/02/2024,Mədaxil - Xəzər Konsalting,,"3.397,12",TEST963723
BNK-000824,20/01/2024,Hesab xidmət haqqı,"21,11",,TEST219074
BNK-000825,25/02/2024,  Bank komissiyası ,"4,03",,TEST687019
BNK-000826,04/01/2024,Kartın illik haqqı,"23,75",,TEST243057
BNK-000827,06/01/2024,BIRBAŞA  debet,"164,20",,TEST775591
BNK-000828,09/01/2024,Abunə ödənişi,"138,36",,TEST412453
BNK-000829,20/02/2024,  Birbaşa debet ,"242,31",,TEST194693
BNK-000830,05/03/2024,Kommunal ödəniş,"176,03",,TEST698708
BNK-000831,08/03/2024,Bank komissiyası,"8,39",,TEST912767
BNK-000832,10/02/2024,Kartın illik haqqı,"48,86",,TEST910749
BNK-000833,31/01/2024,birbaşa  debet,"76,43",,TEST884727
BNK-000834,22/02/2024,Bank komissiyası,"49,29",,TEST560823
BNK-000835,30/03/2024,Kommunal ödəniş,"108,70",,TEST492906
BNK-000836,01/02/2024,Birbaşa debet,"293,17",,TEST815903
BNK-000837,17/02/2024,Kommunal ödəniş,"11,90",,TEST850435
BNK-000838,05/01/2024,Birbaşa debet,"221,99",,TEST735242
BNK-000839,26/03/2024,Hesab xidmət haqq...,"46,27",,TEST927119
BNK-000840,28/03/2024,Hesab xidmət haqqı,"20,36",,TEST480481
BNK-000841,02/02/2024,  Hesab xidmət haqqı ,"20,28",,TEST512064
BNK-000842,26/02/2024,Depozit faizi,,"27,39",TEST268010
BNK-000843,11/01/2024,Abunə ödənişi,"166,11",,TEST387348
BNK-000844,12/02/2024,Birbaşa debet,"292,29",,TEST982023
BNK-000845,03/02/2024,Depozit faizi,,"15,41",TEST832411
BNK-000846,11/03/2024,kommunal  ödəniş,"153,52",,TEST952941
BNK-000847,21/03/2024,Bank komissiyası,"12,14",,TEST292664
BNK-000848,09/02/2024,  Bank komissiyası ,"7,73",,TEST758816
BNK-000849,24/03/2024,Kommunal ödəniş,"282,53",,TEST641448
BNK-000850,10/02/2024,  Hesab xidmət haqqı ,"11,93",,TEST931145
BNK-000851,11/02/2024,Birbaşa debet,"70,09",,TEST721826
BNK-000852,20/02/2024,  Kommunal ödəniş ,"278,50",,TEST290724
BNK-000853,12/03/2024,Faiz gəliri,,"26,66",TEST124085
BNK-000854,26/01/2024,Bank komissiyası,"14,82",,TEST584887
BNK-000855,17/03/2024,  Hesab xidmət haqqı ,"8,29",,TEST549737
BNK-000856,16/01/2024,Hesab xidmət haqqı,"44,07",,TEST694797
BNK-000857,27/03/2024,  Kartın illik haqqı ,"19,38",,TEST575747
BNK-000858,04/02/2024,hesab  xidmət  haqqı,"41,48",,TEST952924
BNK-000859,06/02/2024,  Abunə ödənişi ,"67,05",,TEST964119
BNK-000860,19/01/2024,Bank komissiyası,"22,44",,TEST930958
BNK-000861,17/02/2024,Depozit  FAIZI,,"27,51",TEST360380
BNK-000862,29/03/2024,Kartın illik haqqı,"18,38",,TEST438947
BNK-000863,17/03/2024,Kartın  illik  haqqı,"8,80",,TEST543852
BNK-000864,15/02/2024,Kommunal ödəniş,"224,80",,TEST593808
BNK-000865,06/01/2024,Kartın illik haqqı,"42,33",,TEST949192
BNK-000866,26/03/2024,Bank komissiyası,"46,83",,TEST513869
BNK-000867,22/01/2024,Depozit  faizi,,"14,89",TEST372935
BNK-000868,19/01/2024,Bank komissiyası,"26,66",,TEST553959
BNK-000869,05/02/2024,Abunə ödənişi,"145,93",,TEST623460
BNK-000870,19/03/2024,Kommunal...,"91,42",,TEST376002
BNK-000871,03/03/2024,Kommunal ödəniş,"54,56",,TEST430870
BNK-000872,22/03/2024,BIRBAŞA  debet,"22,43",,TEST789354
BNK-000873,03/02/2024,Hesab  XIDMƏT  haqqı,"39,26",,TEST593090
BNK-000874,12/03/2024,Bank komissiyası,"41,38",,TEST473838
BNK-000875,16/01/2024,  Hesab xidmət haqqı ,"17,68",,TEST255245
BNK-000876,06/03/2024,Kommunal ödəniş,"189,56",,TEST276470
BNK-000877,01/01/2024,Faiz gəliri,,"24,37",TEST711893
BNK-000878,01/02/2024,Birbaşa debet,"226,80",,TEST180567
BNK-000879,06/02/2024,Faiz gəliri,,"28,87",TEST127223
BNK-000880,14/01/2024,Birbaşa  DEBET,"55,38",,TEST719014
BNK-000881,17/03/2024,Faiz gəliri,,"14,49",TEST382400
BNK-000882,11/02/2024,kommunal  ödəniş,"245,62",,TEST575111
BNK-000883,11/02/2024,Birbaşa debet,"248,72",,TEST396698
BNK-000884,18/02/2024,  Bank komissiyası ,"21,90",,TEST731548
BNK-000885,21/02/2024,Bank komissiyası,"18,05",,TEST908323
BNK-000886,06/02/2024,Faiz  gəliri,,"27,79",TEST521943
