id,date,description,amount,account_ref
LGR-000612,2024-03-01,Ödəniş  -  BAHAR  Qida  MMC,4822.44,TEST506945
LGR-000613,2024-02-03,  Malların dəyəri - Zümrüd Logistika ,3043.69,TEST975427
LGR-000614,2024-01-10,Ödəniş - Nərgiz Dizayn Studiyası,2718.80,TEST976052
LGR-000615,2024-01-10,  Ödəniş - Çinar Tikinti MMC ,2718.80,TEST976052
LGR-000616,2024-03-02,Ödəniş - İpək Yolu Ticarət,4661.33,TEST610511
LGR-000617,2024-03-06,  Mədaxil - Nərgiz Dizayn Studiyası ,3383.67,TEST180832
LGR-000618,2024-01-16,Ödəniş - Çinar Tikinti MMC,7032.23,TEST956639
LGR-000619,2024-03-02,Mədaxil - İpək Yolu Ticarət,1114.69,TEST808029
LGR-000620,2024-01-17,Mədaxil  -  İpək  Yolu  TICARƏT,3016.72,TEST145240
LGR-000621,2024-02-21,Ödəniş - İpək Yolu Ticarət,3152.35,TEST641737
LGR-000622,2024-03-18,  Mədaxil - Bahar Qida MMC ,2481.56,TEST571023
LGR-000623,2024-01-24,Çek ödənişi - Qızıl Balıq Restoranı,-3277.42,TEST960307
LGR-000624,2024-03-28,Malların dəyəri - Bahar Qida MMC,1806.58,TEST859364
LGR-000625,2024-01-03,Malların dəyəri - Zümrüd Logistika,1070.88,TEST213844
LGR-000626,2024-03-19,Malların dəyəri - Şəms MMC,3154.75,TEST598985
LGR-000627,2024-01-01,Fatura ödənişi - Çinar Tikinti MMC,2747.01,TEST967719
LGR-000628,2024-03-02,Fatura ödənişi - Çinar Tikinti MMC,4149.54,TEST340633
LGR-000629,2024-01-11,Ödəniş - Zümrüd Logistika,3146.77,TEST343807
LGR-000630,2024-01-01,Ödəniş  -  Zümrüd  Logistika,6160.63,TEST879769
LGR-000631,2024-02-24,Fatura ödənişi - İpək Y...,3426.13,TEST262297
LGR-000632,2024-03-28,Ödəniş - Ulduz Tekstil,2093.80,TEST388946
LGR-000633,2024-03-28,Ödəniş - Çinar Tikinti MMC,2093.80,TEST388946
LGR-000634,2024-02-09,Xidmət haqqı - Şəfəq Baytarlıq Kliniki,1815.41,TEST366105
LGR-000635,2024-01-30,Mədaxil - Zümrüd Logistika,302.68,TEST224870
LGR-000636,2024-01-29,Mədaxil - Zümrüd Logistika,468.30,TEST224870
LGR-000637,2024-01-28,Mədaxil  -  Şəfəq  baytarlıq  Kliniki,116.03,TEST224870
LGR-000638,2024-01-30,Mədaxil - Günəş Ticarət MMC,75.71,TEST224870
LGR-000639,2024-02-25,Mədaxil - Nərgiz Dizayn Studiyası,345.96,TEST729402
LGR-000640,2024-02-21,Ödəniş - Şəfəq Baytarlıq Kliniki,6537.89,TEST502995
LGR-000641,2024-01-26,Ödəniş - Ulduz Tekstil,1509.49,TEST111230
LGR-000642,2024-01-20,Mədaxil - Şəms MMC,451.72,TEST342924
LGR-000643,2024-01-22,Mədaxil - Nərgiz Dizayn Studiyası,33.63,TEST342924
LGR-000644,2024-01-21,Mədaxil - Qızıl Balıq Restoranı,245.75,TEST342924
LGR-000645,2024-01-20,Mədaxil - Ulduz Tekstil,166.79,TEST342924
LGR-000646,2024-01-09,Ödəniş - Zümrüd Logisti...,4829.13,TEST837801
LGR-000647,2024-02-05,Mədaxil - İpək Yolu Ticarət,1196.44,TEST464354
LGR-000648,2024-02-22,Malların  dəyəri  -  Günəş  Ticarət  MMC,2664.14,TEST283537
LGR-000649,2024-03-14,Xidmət haqqı - Şəfəq Baytarlıq Kliniki,1321.46,TEST664032
LGR-000650,2024-02-13,Xidmət haqqı - Bahar Qida MMC,4076.37,TEST894268
LGR-000651,2024-02-18,Mədaxil - Ulduz Tekstil,3332.21,TEST170835
LGR-000652,2024-01-02,Ödəniş - Nərgiz Dizayn Studiyası,1311.58,TEST661671
LGR-000653,2024-03-11,Xidmət haqqı...,4893.19,TEST179721
LGR-000654,2024-01-25,  Mədaxil - Ulduz Tekstil ,163.91,TEST299405
LGR-000655,2024-01-26,Mədaxil - İpək Yolu Ticarət,491.97,TEST299405
LGR-000656,2024-01-26,Mədaxil - Günəş Ticarət MMC,168.63,TEST299405
LGR-000657,2024-03-18,Mədaxil - Öznur Xidmətləri,14.34,TEST795650
LGR-000658,2024-03-18,Mədaxil - İpək Yolu Ticarət,364.86,TEST795650
LGR-000659,2024-03-18,Mədaxil - Xəzər Konsalting,37.69,TEST795650
LGR-000660,2024-02-20,Mədaxil  -  İpək  YOLU  Ticarət,3943.04,TEST393880
LGR-000661,2024-02-20,Malların dəyəri - Günəş Ticarət MMC,2407.02,TEST464158
LGR-000662,2024-01-27,Ödəniş - İpək Yolu Ticarə...,1999.29,TEST806848
LGR-000663,2024-02-04,Fatura ödənişi - İpək Yolu Ticarət,2481.20,TEST348658
LGR-000664,2024-02-17,Fatura ödənişi - Çinar Tikinti MMC,1924.06,TEST834750
LGR-000665,2024-02-04,Malların dəyəri - Ulduz Tekstil,4225.73,TEST855829
LGR-000666,2024-03-01,Ödəniş - Xəzər Konsalting,4234.02,TEST256812
LGR-000667,2024-03-12,Ödəniş - İpək Yolu Ticarət,4511.02,TEST363165
LGR-000668,2024-02-27,Ödəniş - Öznur Xidmətləri,3913.81,TEST200979
LGR-000669,2024-02-27,Ödəniş - Nərgiz Dizayn Studiyası,3913.81,TEST200979
LGR-000670,2024-02-14,  Malların dəyəri - Qızıl Balıq Restoranı ,4557.50,TEST227126
LGR-000671,2024-02-06,Malların dəyəri - Qızıl Balıq Restoranı,1714.40,TEST283017
LGR-000672,2024-03-19,Mədaxil - Bahar Qida MMC,1512.20,TEST499581
LGR-000673,2024-02-21,  Ödəniş - Günəş Ticarət MMC ,4460.68,TEST699405
LGR-000674,2024-02-21,  Ödəniş - Günəş Ticarət MMC ,4460.68,TEST699405
LGR-000675,2024-02-20,Çek ödənişi - Bahar Qida MMC,-1432.12,TEST775958
LGR-000676,2024-03-16,  Xidmət haqqı - Bahar Qida MMC ,2741.20,TEST884225
LGR-000677,2024-01-11,ödəniş  -  Çinar  Tikinti  MMC,1114.00,TEST834733
LGR-000678,2024-02-20,Ödəniş - G...,2757.17,TEST127645
LGR-000679,2024-01-30,Fatura ödənişi - Şəfəq Baytarlıq Kliniki,1307.07,TEST424398
LGR-000680,2024-02-28,Mədaxil  -  Bahar  Qida  MMC,316.17,TEST474175
LGR-000681,2024-02-28,Mədaxil - Bahar Qida MMC,364.27,TEST474175
LGR-000682,2024-02-28,Mədaxil - İpək Yolu Ticarət,188.52,TEST474175
LGR-000683,2024-03-09,Ödəniş - Öznur Xidmətləri,1633.51,TEST770593
LGR-000684,2024-03-09,Ödəniş - Bahar Qida MMC,1633.51,TEST770593
LGR-000685,2024-02-08,Malların dəyəri - Şəms MMC,65.34,TEST263281
LGR-000686,2024-03-29,Fatura  ödənişi  -  bahar  Qida  MMC,4974.78,TEST108721
LGR-000687,2024-02-17,Malların dəyəri - Çinar Tikinti MMC,998.65,TEST674842
LGR-000688,2024-02-19,Ödəniş - Ulduz Teks...,4353.34,TEST777370
LGR-000689,2024-03-19,Malların dəyəri - Qızıl Balıq Restoranı,1502.52,TEST901676
LGR-000690,2024-01-18,Xidmət haqqı - Günəş Ticarət MMC,1528.31,TEST291267
LGR-000691,2024-02-11,MALLARIN  dəyəri  -  Şəms  MMC,807.70,TEST296911
LGR-000692,2024-01-20,Mədaxil - Bahar...,87.20,TEST194578
LGR-000693,2024-01-05,Ödəniş - Xəzər Kon...,430.60,TEST830789
LGR-000694,2024-02-18,Ödəniş - Şəms MMC,4352.42,TEST956949
LGR-000695,2024-01-05,Ödəniş - Şəfəq Baytarlıq Kliniki,2426.10,TEST359168
LGR-000696,2024-03-28,Mədaxil - Öznur Xidmətləri,4918.46,TEST508024
LGR-000697,2024-01-26,  Ödəniş - Şəms MMC ,1899.67,TEST413328
LGR-000698,2024-01-26,Ödəniş  -  Qızıl  BALIQ  Restoranı,1899.67,TEST413328
LGR-000699,2024-02-01,Malların dəyəri - Şəms MMC,56.81,TEST927477
LGR-000700,2024-01-12,Xidmət  haqqı  -  Xəzər  KONSALTING,1314.02,TEST489439
LGR-000701,2024-03-03,Malların dəyəri - Öznur Xidmətləri,1229.88,TEST231939
LGR-000702,2024-01-25,Fatura ödənişi - Çinar Tikinti MMC,3623.65,TEST868804
LGR-000703,2024-02-26,  Xidmət haqqı - Zümrüd Logistika ,1555.15,TEST840951
LGR-000704,2024-02-29,  Malların dəyəri - İpək Yolu Ticarət ,1453.49,TEST439403
LGR-000705,2024-02-03,Xidmət  haqqı  -  Öznur  XIDMƏTLƏRI,2849.57,TEST959222
LGR-000706,2024-02-16,Ödəniş -...,4078.56,TEST998450
LGR-000707,2024-02-16,Ödəniş - Ulduz Tekstil,4078.56,TEST998450
LGR-000708,2024-03-04,Fatura ödənişi - İpək Yolu...,818.09,TEST816412
LGR-000709,2024-01-09,Mədaxil - Xəzər Konsalting,4388.81,TEST790897
LGR-000710,2024-01-13,Xidmət haqqı - Qızıl Balıq Restoranı,3003.74,TEST300924
LGR-000711,2024-01-05,Mədaxil  -  Günəş  Ticarət  MMC,250.09,TEST718975
LGR-000712,2024-01-07,Mədaxil - Bahar Qida MMC,154.65,TEST718975
LGR-000713,2024-01-07,Mədaxil - Öznur Xidmətləri,407.11,TEST718975
LGR-000714,2024-02-17,Ödəniş - Şəfəq Baytarlıq Kliniki,4174.15,TEST961957
LGR-000715,2024-02-08,Ödəniş - Ulduz Tekstil,418.60,TEST173807
LGR-000716,2024-03-08,Malların dəyəri - Ulduz Tekstil,3453.92,TEST302500
LGR-000717,2024-01-14,Mədaxil - Qızıl Balıq Restoranı,4027.53,TEST535352
LGR-000718,2024-03-24,Mədaxil - Çinar Tikinti MMC,289.88,TEST581003
LGR-000719,2024-03-24,Mədaxil - Xəzər Konsalting,78.22,TEST581003
LGR-000720,2024-03-24,Mədaxil - Bahar Qida MMC,119.32,TEST581003
LGR-000721,2024-03-25,Mədaxil - Zümrüd Logistika,128.22,TEST581003
LGR-000722,2024-02-17,Xidmət haqqı - Qızıl Balıq Restoranı,2171.86,TEST985893
LGR-000723,2024-01-28,Mədaxil - Zümrüd Logistika,1976.41,TEST672130
LGR-000724,2024-02-27,Ödəniş - Çinar Tikinti MMC,2356.18,TEST477496
LGR-000725,2024-02-08,Mədaxil - Ulduz Tekstil,1584.61,TEST241647
LGR-000726,2024-03-14,Ödəniş - Günəş Ticarət MMC,821.15,TEST683347
LGR-000727,2024-03-15,Fatura ödənişi - Ulduz Tekstil,1319.96,TEST484914
LGR-000728,2024-01-10,Mədaxil - Öznur Xidmətləri,3803.64,TEST327999
LGR-000729,2024-03-29,Ödəniş - İpək Yolu Ticarət,3694.94,TEST611994
LGR-000730,2024-02-12,Ödəniş - Çinar Tikinti MMC,4622.64,TEST158639
LGR-000731,2024-03-24,Ödəniş - Şəms MMC,4878.81,TEST337730
LGR-000732,2024-03-08,Malların dəyəri - Öznur Xidmətləri,225.91,TEST419588
LGR-000733,2024-01-07,Xidmət haqqı - Şəfəq Baytarlıq Kliniki,3541.78,TEST260639
LGR-000734,2024-02-25,MƏDAXIL  -  Çinar  Tikinti  MMC,1529.29,TEST332873
LGR-000735,2024-02-21,Mədaxil - Çinar Tikinti MMC,2640.99,TEST189211
LGR-000736,2024-03-24,Malların dəyəri - Zümrüd Logistika,1038.12,TEST514521
LGR-000737,2024-02-04,Fatura ödənişi - Çinar Tikinti MMC,4082.52,TEST175124
LGR-000738,2024-01-25,Malların dəyəri - Öznur Xidmətləri,1691.59,TEST465227
LGR-000739,2024-02-26,Xidmət  HAQQI  -  Xəzər  Konsalting,3277.26,TEST746154
LGR-000740,2024-01-11,  Ödəniş - Şəms MMC ,599.15,TEST994188
LGR-000741,2024-02-06,Ödəniş - Öznur Xidmət...,82.00,TEST972881
LGR-000742,2024-03-10,Malların dəyəri - Nərgiz Dizayn Studiyası,2753.42,TEST313701
LGR-000743,2024-03-14,Mədaxil  -  Xəzər  Konsalting,444.84,TEST119281
LGR-000744,2024-03-13,MƏDAXIL  -  Nərgiz  Dizayn  Studiyası,355.24,TEST119281
LGR-000745,2024-03-13,Mədaxil - Nərgiz Dizayn Studiyası,38.49,TEST119281
LGR-000746,2024-01-02,Mədaxil - Ulduz Tekstil,201.68,TEST477717
LGR-000747,2024-01-01,Mədaxil  -  ŞƏFƏQ  Baytarlıq  Kliniki,435.59,TEST477717
LGR-000748,2024-01-12,Çek ödənişi - Ulduz Tekstil,-987.36,TEST657381
LGR-000749,2024-01-03,Fatura ödənişi - Z...,1307.04,TEST687923
LGR-000750,2024-03-28,  Fatura ödənişi - Öznur Xidmətləri ,1855.03,TEST463625
LGR-000751,2024-02-19,Ödəniş - Şəms MMC,4678.27,TEST370196
LGR-000752,2024-02-19,  Ödəniş - Zümrüd Logistika ,4678.27,TEST370196
LGR-000753,2024-02-18,Malların dəyəri - Qızıl Balıq Restoranı,2740.06,TEST865344
LGR-000754,2024-02-24,Mədaxil - İpək Yolu Tic...,1647.78,TEST260169
LGR-000755,2024-03-24,Malların dəyəri - İpək Yolu Ticarət,736.54,TEST316800
LGR-000756,2024-03-08,Xidmət haqqı - Xəzər Konsalting,4778.72,TEST821978
LGR-000757,2024-02-10,Mədaxil - Zümrüd Logistika,365.54,TEST265725
LGR-000758,2024-01-24,Ödəniş  -  şəfəq  Baytarlıq  Kliniki,3430.25,TEST224138
LGR-000759,2024-02-26,  Fatura ödənişi - Qızıl Balıq Restoranı ,3919.14,TEST418083
LGR-000760,2024-02-04,  Ödəniş - İpək Yolu Ticarət ,3185.11,TEST746915
LGR-000761,2024-02-04,  Ödəniş - İpək Yolu Ticarət ,3185.11,TEST746915
LGR-000762,2024-01-16,Mədaxil - Qızıl Balıq Restoranı,339.20,TEST917707
LGR-000763,2024-01-17,Mədaxil - Bahar Qida MMC,406.30,TEST917707
LGR-000764,2024-01-18,  Mədaxil - Ulduz Tekstil ,317.20,TEST917707
LGR-000765,2024-01-02,  Xidmət haqqı - Nərgiz Dizayn Studiyası ,4861.94,TEST901677
LGR-000766,2024-02-26,Xidmət haqqı - İpək Yolu Ticarət,4556.25,TEST285679
LGR-000767,2024-01-06,Xidmət haqqı - Şəfəq Baytarlıq Kliniki,3197.30,TEST524533
LGR-000768,2024-03-17,Ödəniş - Qızıl Balıq Restoranı,2821.01,TEST699716
LGR-000769,2024-02-27,Mədaxil - Şəms MMC,4345.91,TEST214626
LGR-000770,2024-03-12,Ödəniş - Qızıl Balıq Restoranı,2041.08,TEST141158
LGR-000771,2024-02-08,Xidmət...,2428.78,TEST517375
LGR-000772,2024-03-23,Malların  dəyəri  -  Günəş  ticarət  MMC,2378.19,TEST586097
LGR-000773,2024-02-28,Mədaxil - Şəfəq Baytarlıq Kliniki,3104.95,TEST287567
LGR-000774,2024-01-21,Ödəniş  -  Şəfəq  baytarlıq  Kliniki,3776.35,TEST846030
LGR-000775,2024-01-21,Ödəniş  -  Günəş  ticarət  MMC,3776.35,TEST846030
LGR-000776,2024-03-11,Mədaxil - Şəms MMC,2005.47,TEST497073
LGR-000777,2024-01-19,Ödəniş - Şəfəq Baytarlıq Kliniki,947.77,TEST269999
LGR-000778,2024-03-21,Mədaxil  -  XƏZƏR  Konsalting,626.32,TEST402808
LGR-000779,2024-01-01,  Mədaxil - Bahar Qida MMC ,4637.90,TEST669902
LGR-000780,2024-02-26,  Ödəniş - İpək Yolu Ticarət ,3162.10,TEST530074
LGR-000781,2024-03-12,  Ödəniş - Ulduz Tekstil ,4309.79,TEST759172
LGR-000782,2024-03-12,Ödəniş  -  ŞƏMS  MMC,4309.79,TEST759172
LGR-000783,2024-02-12,Çek  ödənişi  -  günəş  Ticarət  MMC,-4835.46,TEST412938
LGR-000784,2024-02-06,Malların dəyəri - Qızıl Balıq Restoranı,3213.87,TEST804737
LGR-000785,2024-03-15,Ödəniş - Şəms MMC,4893.63,TEST885734
LGR-000786,2024-02-24,Ödəniş - Z...,4431.37,TEST895284
LGR-000787,2024-03-08,Mədaxil - Zümrüd Logistika,2179.28,TEST445200
LGR-000788,2024-01-12,Ödəniş - Şəfəq Baytarlıq Kliniki,2545.78,TEST654640
LGR-000789,2024-01-12,Ödəniş - Şəfəq Baytarlıq Kliniki,2545.78,TEST654640
LGR-000790,2024-03-08,Fatura ödənişi - İpək Yolu Ticarət,3025.40,TEST372273
LGR-000791,2024-03-21,  Malların dəyəri - Xəzər Konsalting ,2592.14,TEST864605
LGR-000792,2024-01-04,Ödəniş - Qızıl Balıq Restoranı,2447.33,TEST223949
LGR-000793,2024-01-06,Malların dəyəri - Öznur Xidmətləri,1760.03,TEST534153
LGR-000794,2024-01-09,Malların dəyəri - Nərgiz Dizayn Studiyası,1623.61,TEST928580
LGR-000795,2024-03-19,Ödəniş - Ulduz T...,405.31,TEST696557
LGR-000796,2024-01-05,Xidmət haqqı - Xəzər Konsalting,2534.42,TEST597549
LGR-000797,2024-02-22,Ödəniş - Şəfəq Baytarlıq Kliniki,4874.29,TEST584935
LGR-000798,2024-03-08,Mədaxil  -  Öznur  Xidmətləri,22.26,TEST430828
LGR-000799,2024-03-09,Mədaxil - Öznur Xidmətləri,146.48,TEST430828
LGR-000800,2024-03-07,Mədaxil - Zümrüd Logistika,388.40,TEST430828
LGR-000801,2024-03-07,Mədaxil - İpək Yolu Ticarət,459.24,TEST430828
LGR-000802,2024-02-09,Çek ödənişi - Öznur Xidmətləri,-3707.62,TEST222520
LGR-000803,2024-01-12,Fatura ödənişi - Ulduz Tekstil,2615.99,TEST533973
LGR-000804,2024-01-15,Mədaxil - Şəms MMC,1971.96,TEST283514
LGR-000805,2024-01-20,Malların dəyəri...,1793.18,TEST624344
LGR-000806,2024-01-17,Xidmət haqqı - Şəms MMC,3808.83,TEST809589
LGR-000807,2024-02-09,Malların dəyəri - Şəms MMC,4898.13,TEST104309
LGR-000808,2024-03-07,Fatura  ödənişi  -  Qızıl  Balıq  Restoranı,4026.99,TEST208111
LGR-000809,2024-03-09,Ödəniş - Ba...,1683.26,TEST390088
LGR-000810,2024-03-10,Fatura ödənişi - Zümrüd Logi...,1846.67,TEST316612
LGR-000811,2024-02-09,Malların dəyəri - Öznur Xidmətləri,3225.26,TEST174703
LGR-000812,2024-02-24,Malların dəyəri - Xəzər Konsalting,2064.77,TEST190302
LGR-000813,2024-01-26,Malların  dəyəri  -  qızıl  Balıq  Restoranı,3747.64,TEST448475
LGR-000814,2024-02-26,Mədaxil - Şəfəq Baytarlıq Kliniki,213.41,TEST591022
LGR-000815,2024-02-27,Mədaxil - Ulduz Tekstil,458.57,TEST591022
LGR-000816,2024-02-03,  Xidmət haqqı - Öznur Xidmətləri ,4796.02,TEST746910
LGR-000817,2024-03-03,Xidmət  haqqı  -  GÜNƏŞ  Ticarət  MMC,168.67,TEST575301
LGR-000818,2024-01-17,Çek ödənişi - Günəş Ticarət MMC,-2673.11,TEST702593
LGR-000819,2024-01-14,Ödəniş  -  qızıl  Balıq  Restoranı,3516.99,TEST935461
LGR-000820,2024-03-20,Mədaxil - Zümrüd Logistika,1287.64,TEST350164
LGR-000821,2024-02-25,Çek ödənişi - Öznur Xidmətləri,-2983.82,TEST552091
LGR-000822,2024-03-25,Malların dəyəri - Günəş Ticarət MMC,3520.65,TEST281493
LGR-000823,2024-03-12,Mədaxil - Bahar Qi...,4319.76,TEST441183
LGR-000824,2024-02-18,Çek ödənişi - Bahar Qida MMC,-1726.56,TEST908812
LGR-000825,2024-01-28,Malların dəyəri - Xəzər Konsalting,4293.60,TEST194930
LGR-000826,2024-03-07,  Mədaxil - Bahar Qida MMC ,201.03,TEST256464
LGR-000827,2024-03-07,Mədaxil - Öznur...,265.57,TEST256464
LGR-000828,2024-03-08,Mədaxil - Şəfəq Baytarlıq Kliniki,413.42,TEST256464
LGR-000829,2024-03-15,Malların dəyəri - İpək Yolu Ticarət,52.56,TEST193624
LGR-000830,2024-03-11,Malların dəyəri - Şəms MMC,288.54,TEST487158
LGR-000831,2024-03-30,Fatura ödənişi - Çinar Tikinti MMC,3104.15,TEST552686
LGR-000832,2024-03-25,Mədaxil - Xəzər Konsalting,2499.69,TEST321476
LGR-000833,2024-02-23,mədaxil  -  Nərgiz  Dizayn  Studiyası,818.80,TEST980764
LGR-000834,2024-02-25,Xidmət haqqı - Xəzər Konsalting,453.88,TEST789886
LGR-000835,2024-03-19,Mədaxil - Zümrüd Logistika,127.83,TEST733790
LGR-000836,2024-03-19,  Mədaxil - Öznur Xidmətləri ,307.79,TEST733790
LGR-000837,2024-03-19,Mədaxil  -  İpək  yolu  Ticarət,343.85,TEST733790
LGR-000838,2024-03-05,Malların dəyəri - Çinar Tikinti MMC,1421.64,TEST846722
LGR-000839,2024-02-17,Mədaxil - İpək Yolu Ticarət,603.30,TEST606743
LGR-000840,2024-03-06,Mədaxil - Günəş Ticarət MMC,193.12,TEST183952
LGR-000841,2024-03-06,  Mədaxil - Günəş Ticarət MMC ,314.70,TEST183952
LGR-000842,2024-03-25,Ödəniş - Günəş Ticarət MMC,3516.00,TEST877714
LGR-000843,2024-03-25,Ödəniş - Qızıl Balıq Restoranı,3516.00,TEST877714
LGR-000844,2024-01-02,Xidmət haqqı - Zümrüd Logistika,2390.44,TEST916344
LGR-000845,2024-01-22,Malların dəyəri - Şəfəq Baytarlıq Kliniki,195.21,TEST403257
LGR-000846,2024-03-14,Çek ödənişi - Qızıl Balıq Restoranı,-280.63,TEST277292
LGR-000847,2024-01-04,ödəniş  -  Günəş  Ticarət  MMC,1513.74,TEST754643
LGR-000848,2024-02-05,Ödəniş - Nərgiz Dizayn Studiyası,4507.64,TEST394620
LGR-000849,2024-02-05,Ödəniş - Şəms MMC,4507.64,TEST394620
LGR-000850,2024-01-22,Mədaxil - Xəzər Konsalting,181.21,TEST568349
LGR-000851,2024-01-23,Mədaxil - Öznur Xidmətləri,469.25,TEST568349
LGR-000852,2024-01-23,Mədaxil - İpək Yolu Ticarət,164.79,TEST568349
LGR-000853,2024-03-04,  Xidmət haqqı - Çinar Tikinti MMC ,3956.63,TEST978302
LGR-000854,2024-03-14,Ödəniş - Öznur Xidmətləri,3860.16,TEST321099
LGR-000855,2024-03-09,Xidmət haqqı - Çinar Tikinti MMC,1235.05,TEST599401
LGR-000856,2024-02-06,Fatura ödənişi - Qızıl Balıq Restoranı,2012.80,TEST112439
LGR-000857,2024-03-09,Xidmət haqqı - Öznur Xidmətləri,3351.93,TEST202093
LGR-000858,2024-03-24,Xidmət haqqı - Çinar Tikinti MMC,3072.76,TEST367747
LGR-000859,2024-01-25,Çek ödənişi - Öznur Xidmətləri,-2736.04,TEST907924
LGR-000860,2024-03-11,Ödəniş - Qızıl Balıq Restoranı,65.45,TEST428487
LGR-000861,2024-03-28,Fatura...,1852.95,TEST208954
LGR-000862,2024-01-28,Çek ödənişi - İpək Yolu Ticarət,-4993.29,TEST788500
LGR-000863,2024-01-12,Ödəniş - Çinar Tikinti MMC,6440.59,TEST225805
LGR-000864,2024-01-24,Mədaxil - Günəş Ticarət MMC,4707.62,TEST942216
LGR-000865,2024-02-29,Xidmət haqqı - Günəş Ticarət MMC,3472.80,TEST408877
LGR-000866,2024-02-02,Mədaxil - Çinar Tikinti MMC,116.14,TEST800007
LGR-000867,2024-02-02,Mədaxil - Nərgiz Dizayn Studiyası,58.49,TEST800007
LGR-000868,2024-02-01,Mədaxil - Xəzər Konsalting,191.72,TEST800007
LGR-000869,2024-03-19,Xidmət  haqqı  -  Qızıl  balıq  Restoranı,945.55,TEST310416
LGR-000870,2024-02-26,ödəniş  -  Nərgiz  Dizayn  Studiyası,3760.75,TEST211410
LGR-000871,2024-02-26,Ödəniş - Günəş Ticar...,3760.75,TEST211410
LGR-000872,2024-02-19,Fatura ödənişi - Xəzər Konsalting,1406.89,TEST796889
LGR-000873,2024-01-09,Ödəniş - Ulduz Tekstil,2841.83,TEST985049
LGR-000874,2024-03-28,Ödəniş - Çinar Tikinti MMC,1597.69,TEST449636
LGR-000875,2024-02-28,  Mədaxil - Nərgiz Dizayn Studiyası ,3996.96,TEST184365
LGR-000876,2024-03-28,Mədaxil - Öznur Xidmətləri,265.65,TEST300281
LGR-000877,2024-03-28,Mədaxil - Bahar Qida MMC,79.97,TEST300281
LGR-000878,2024-03-30,  Mədaxil - Şəms MMC ,423.28,TEST300281
LGR-000879,2024-01-31,Ödəniş - Günəş Ticarət MMC,5229.97,TEST721748
LGR-000880,2024-02-27,Ödəniş...,204.21,TEST659876
LGR-000881,2024-03-24,Xidmət haqqı - Zümrüd Logistika,3508.65,TEST946309
LGR-000882,2024-01-19,Ödəniş - Qızıl Balıq Restoranı,2573.21,TEST138669
LGR-000883,2024-03-21,Ödəniş - Nərgiz Dizayn Studiyası,271.92,TEST280616
LGR-000884,2024-01-14,Malların dəyəri - Bahar Qida MMC,608.63,TEST957525
LGR-000885,2024-02-21,Ödəniş - Qızıl Balıq Restoranı,1709.92,TEST811351
LGR-000886,2024-02-12,Çek ödənişi - Günəş Ticarət MM...,-341.46,TEST281873
LGR-000887,2024-03-30,Mədaxil - Zümrüd Logistika,1949.48,TEST276214
LGR-000888,2024-02-18,Ödəniş - Xəzər Konsalting,4087.18,TEST742191
LGR-000889,2024-02-18,ÖDƏNIŞ  -  Şəms  MMC,4087.18,TEST742191
LGR-000890,2024-03-29,Ödəniş - Xəzər Konsalting,1090.87,TEST599135
LGR-000891,2024-01-23,Ödəniş - Şəfəq Baytarlıq Kliniki,3210.97,TEST350875
LGR-000892,2024-02-08,Ödəniş - Çinar Tikinti MMC,1833.75,TEST757658
LGR-000893,2024-03-10,Ödəniş - Ulduz Tekstil,2670.97,TEST479481
LGR-000894,2024-03-10,Ödəniş - Bahar Qida MMC,2670.97,TEST479481
LGR-000895,2024-01-23,Ödəniş - Şəms MMC,3523.47,TEST621682
LGR-000896,2024-03-19,ödəniş  -  Bahar  Qida  MMC,4231.32,TEST450533
LGR-000897,2024-03-06,Mədaxil - Günəş Ticarət MMC,618.51,TEST608623
LGR-000898,2024-03-27,Mədaxil - Öznur Xidmətləri,4720.06,TEST308405
LGR-000899,2024-02-22,Xidmət haqqı - Ulduz Tekstil,4570.70,TEST873584
LGR-000900,2024-02-25,  Xidmət haqqı - İpək Yolu Ticarət ,1143.32,TEST156978
LGR-000901,2024-01-25,Fatura  ödənişi  -  Ulduz  TEKSTIL,1423.97,TEST854787
LGR-000902,2024-02-13,  Malların dəyəri - Nərgiz Dizayn Studiyası ,1162.66,TEST897273
LGR-000903,2024-01-30,Mədaxil - Çinar Tikinti MMC,463.37,TEST679606
LGR-000904,2024-03-16,Fatura  ödənişi  -  bahar  Qida  MMC,4398.23,TEST326956
LGR-000905,2024-03-15,Mədaxil - İpək Yolu Ticarət,1176.05,TEST555342
LGR-000906,2024-03-01,Ödəniş - Zümrüd Logistika,3855.52,TEST142004
LGR-000907,2024-02-27,Mədaxil - Zümrüd Logistika,334.59,TEST961186
LGR-000908,2024-02-25,Mədaxil - Şəfəq Baytarlıq Kliniki,167.62,TEST961186
LGR-000909,2024-02-15,Ödəniş  -  ULDUZ  Tekstil,1560.79,TEST239158
LGR-000910,2024-01-04,Ödəniş - Xəzər Konsalting,2394.67,TEST712011
LGR-000911,2024-02-29,Ödəniş - Qızıl Balıq Restoranı,3700.47,TEST757258
LGR-000912,2024-01-03,Mədaxil - Zümrüd Logistika,204.37,TEST449077
LGR-000913,2024-01-05,Mədaxil  -  qızıl  Balıq  Restoranı,289.11,TEST449077
LGR-000914,2024-01-05,Mədaxil - Zümrüd Logistika,186.80,TEST449077
LGR-000915,2024-01-03,Mədaxil - Öznur Xidmətləri,467.47,TEST449077
LGR-000916,2024-02-16,Ödəniş - İpək Yolu Ticarət,2449.78,TEST501557
